k2,k_2,k3,k_3,k4,k5,k_5,k6,deg_ratio,k7,k_7,k8,k_8,k9,k_9,k10,k11,k_11,k12,k13,k_13,k14,k15,k_15,k16,k17b,k18a,k18b,k19,k20,k21,k_21,k22,k23,k24,k25a,k25b,k26,k27,k28,k29,totalSTAT,RJ,SHP2,PPX,PPN,vl_loc
0.00046144,0.00033033,0.10485,0.1767,0.0067213,0.76467,2.33,8.1607,29.02,0.1343,0.040659,0.026146,4.734,0.0060558,7.1448,7.54E-05,0.00025226,9.5314,0.00018661,4.51E-08,0.020777,0.0023942,0.0003201,0.72527,0.059335,0.99686,0.0015034,32451,0.0098878,0.00014803,0.004285,1.3614,0.0012902,8.65E-05,3.79E-05,0.041311,29398,0.010584,1.11E-05,0.0005803,0.30978,28298,42.39,3.4003,4.1185,356.93,4020
0.00012004,0.0023884,0.87891,9.6272,0.0027737,0.31963,0.161,25.246,14.191,0.40356,0.064133,0.00084661,0.0023427,0.00019536,0.013419,0.010785,4.14E-05,0.25285,0.0042579,2.71E-07,8.076,0.0038464,3.40E-05,0.0054287,0.012158,1.0213,0.69328,28.306,0.00090253,0.0026008,0.0042502,2.2502,0.017405,0.023973,0.0024448,0.0041956,894.51,0.00012364,1.73E-05,0.00090172,0.00032366,1891.7,90.198,677.02,0.82899,921.14,5520
0.0007219,0.011677,3.0691,0.0030303,0.069316,0.015746,5.9091,0.32876,8.6189,0.0048971,0.035188,0.11394,0.90059,0.0036503,1.6723,0.00049753,0.048431,0.041638,0.28038,1.66E-05,0.20675,0.0069971,2.69E-05,6.9094,0.0009197,0.0017506,0.0039864,93.875,0.0012207,0.0013333,0.0013475,0.1458,0.012009,0.038248,0.0073889,0.00021122,982.88,0.034833,0.0061857,0.00011322,0.057453,17092,491.5,524.1,69.626,2.3269,2280
9.74E-05,0.00019494,0.0010933,0.27312,0.05459,0.013077,0.094748,0.32462,50.983,0.00047533,0.014038,0.82443,6.863,0.00021573,1.073,6.56E-05,6.74E-05,0.60233,0.1513,9.20E-07,0.045825,5.56E-05,0.046277,1.3266,0.00036269,0.46073,0.0013999,2008.6,0.015934,0.34472,0.0015992,0.0010899,9.10E-05,0.00019262,0.031281,0.0036127,3047.9,0.00014941,1.87E-05,0.0006814,0.00023408,4637,136.48,20.12,936.61,7.6436,4140
0.0027684,0.079243,0.0029483,0.0045578,0.0005905,0.00025547,25.19,0.0070356,1.9028,0.00014652,0.74923,0.0061964,0.018185,3.85E-05,9.441,0.0016636,0.0097117,0.33308,0.020104,4.52E-06,0.045499,0.0013295,3.50E-05,3.5111,8.28E-05,1.2864,0.030313,383.24,0.0044289,0.0026447,0.75058,8.5243,3.51E-05,8.93E-06,0.00018699,0.070557,47.614,3.92E-05,0.0012556,0.00041831,0.0017471,1350.1,371.65,568.44,69.797,85.892,8460
0.00014681,0.079227,2.1866,0.80107,0.001745,0.04802,0.017073,0.58784,23.647,0.40897,0.035177,0.06001,0.063067,0.012771,0.024522,0.002094,0.01812,15.021,0.0033292,1.35E-05,0.014968,0.0084031,8.24E-05,0.29933,0.012164,0.00068185,0.0014182,38638,0.0029937,0.19316,0.00083644,0.092482,7.08E-06,0.027209,0.034059,0.22615,18.229,0.0011759,7.94E-06,0.25166,0.0041701,166.68,0.1484,8.6072,1443.8,1101.3,5220
3.00E-05,0.09592,0.026821,0.34948,0.19441,0.00024141,0.026661,0.064407,92.433,0.00048002,0.0081227,0.0022734,0.013601,0.00037752,0.0029567,0.0018481,0.0074065,0.039038,0.00025618,7.37E-09,0.0043624,0.00064615,0.0015641,1.2075,0.3804,0.0022937,0.00047377,113.78,0.021532,0.10432,0.45259,9.721,0.037296,0.0036658,7.09E-05,0.51685,16.902,0.071752,8.38E-06,0.0058609,0.00010694,63.834,189.94,19.522,0.6147,1222.3,11280
1.24E-05,0.005944,1.3544,0.023475,0.00026387,0.47273,4.52,0.40792,44.871,0.0019692,0.0084964,0.0040096,0.0054256,0.054987,8.6538,0.0024329,6.88E-05,0.017856,0.0017978,2.71E-07,0.12211,0.036969,0.00019683,7.4454,0.0069472,1.3195,0.095775,52.825,2.49E-05,0.094624,0.86565,0.7754,1.24E-05,0.0012031,0.00016871,0.0010796,83.535,0.012809,4.47E-05,0.022407,0.29582,235.52,0.35662,30.822,377.06,18.291,6840
0.0012789,0.24639,0.00052433,13.641,0.19172,0.28356,7.0967,4.0068,1.5594,0.15126,0.013645,0.010969,0.046661,0.0043823,2.437,0.005939,1.25E-05,11.483,0.0060446,2.28E-09,0.082064,0.17959,1.32E-05,0.019758,0.15723,0.0026334,0.0028952,8398.1,1.36E-05,0.045792,0.00054525,0.043296,0.0012967,5.92E-05,9.79E-06,0.018549,14635,1.75E-05,1.19E-05,0.015345,0.029057,748.73,725.4,1.0073,758.68,1960.6,480
5.95E-05,0.0001072,1.7367,0.023213,0.012195,0.048477,11.805,0.59429,4.1699,0.0050716,0.10611,0.0051449,0.34654,0.00041124,0.0037378,0.028861,0.00072181,0.036725,0.0027857,3.76E-07,0.0026309,0.0073084,0.00020525,0.023563,0.20797,0.0023444,0.65376,1451.4,0.041418,0.03316,1.9988,0.19074,0.0050382,0.0011264,0.0072483,0.98043,69.842,0.00074353,0.0010445,0.0024756,0.21068,264.83,0.65264,54.774,1.4361,275.74,3720
0.00019287,0.00039742,0.00095104,0.30628,0.00067554,0.012406,0.10013,0.015755,4.4113,0.1782,5.0956,0.6091,5.0225,0.0037681,3.1377,0.00083622,0.010181,0.89537,0.0037953,3.43E-08,0.48468,0.00032763,3.92E-05,0.34381,0.11989,0.0019807,0.0034462,6179.4,0.0028554,0.0040737,0.0048556,0.68332,0.001051,0.00049006,0.00038275,0.017501,21354,0.020447,1.06E-05,0.0021919,0.90139,1131.9,385.89,1.0695,134.59,1.4003,5220
0.00027786,0.000104,0.00068837,0.0084804,0.084526,0.27257,0.26599,0.038574,2.3526,0.0015867,19.317,0.3241,0.17246,0.00016189,0.50323,4.53E-05,0.047825,0.01432,0.027349,2.90E-09,0.012334,0.095947,9.49E-05,1.1578,0.031219,0.0056026,0.053592,562.69,2.60E-05,0.00014868,0.24502,0.0015007,0.031753,0.018227,0.030202,0.0018216,166.46,0.00010853,0.00022163,0.016262,0.031492,587.43,141.87,1.1917,191.34,5.2426,5880
3.71E-06,0.010828,0.010431,0.021229,0.0020152,0.00036055,0.017378,1.9617,17.595,0.066551,0.076036,0.052166,0.098175,9.99E-05,0.16347,0.012012,0.00059118,0.30549,0.0047807,1.07E-07,0.24681,0.48891,0.00011293,1.0107,0.15211,0.027261,0.0021817,9.337,0.0038172,0.09372,0.040254,0.010813,0.0062813,1.04E-05,0.00018934,0.066358,1455.3,6.02E-05,0.00011822,0.75336,0.00011673,7657.7,0.26203,2.2641,28.614,831.77,8760
4.17E-05,0.018729,0.18855,2.4888,0.024801,0.010921,29.286,0.067424,9.1542,7.09E-05,28.996,0.21663,0.028618,0.058969,0.062775,0.016457,0.077833,1.4147,0.042891,6.41E-08,0.010322,0.00041533,0.0012838,0.0032345,0.00012147,0.94305,0.0077498,2681.8,1.17E-05,0.8795,0.00046102,0.0018195,0.0023118,0.019937,0.0039267,0.0072561,69.406,3.48E-05,0.00011191,0.69182,0.020417,5599.8,25.844,2465.3,0.60479,0.96912,7200
6.61E-06,0.025293,0.00061947,0.041723,0.081088,0.0050345,5.681,0.015525,50.671,0.021487,0.031672,0.11167,0.95165,1.28E-05,4.1667,0.0036172,0.0029696,0.073734,0.0011042,1.28E-06,4.9525,9.83E-05,1.94E-05,3.2228,0.00033803,0.62153,0.054573,60.457,0.0020266,0.024063,0.035502,0.1397,7.92E-05,0.00025678,1.26E-05,0.0094615,19292,0.003683,3.97E-05,0.18747,0.37702,1614.1,33.454,101.6,27.529,2846.5,12840
7.12E-05,0.006313,0.033404,0.0086867,0.15124,0.053321,0.13522,7.3066,63.169,0.0002533,0.403,1.0962,0.74709,2.76E-05,0.0071293,0.0015109,0.057566,10.154,3.07E-05,6.64E-06,6.3394,0.024482,0.049142,3.9699,0.0010361,0.0040248,0.00096343,599.88,0.0009701,0.65602,0.11459,0.0067158,0.00016888,0.006473,5.16E-05,0.35778,2957.6,0.0003953,0.0044531,0.29465,0.00021457,123.3,2.0876,1238.6,14.81,3376.3,4440
1.40E-05,0.00020338,0.0016746,6.434,0.027436,0.00011139,0.33239,2.6671,1.099,0.00010079,3.1167,1.8112,9.5101,0.0077359,12.507,0.003326,2.50E-05,7.3007,0.0036772,2.88E-09,0.94402,0.0040961,0.00041631,0.077626,0.048503,0.0047451,0.091225,58.35,0.052901,0.014976,0.46135,0.091788,0.00024977,5.12E-05,1.66E-05,0.0038446,211.86,0.0079017,5.39E-05,0.0012156,0.028953,12.978,557.79,1527,1711.2,64.157,14580
0.001791,0.019141,0.00068239,0.082729,0.002606,0.00099741,0.067909,14.262,6.0869,0.00057915,0.27582,0.11346,1.2977,6.59E-05,5.8607,0.0016176,0.0025439,0.86462,0.00096586,6.12E-09,0.048255,0.015694,6.35E-05,0.22123,0.22715,0.074609,0.025616,1629.4,0.077778,0.025128,0.10782,0.0017385,0.019601,0.029293,0.0030873,0.20104,3054.7,2.74E-05,0.00022344,0.02704,0.0048679,53.763,234.56,3563.9,0.51232,77.147,5040
8.36E-05,0.00026337,0.33586,7.9804,0.045083,0.054117,0.49172,33.247,1.363,0.020607,0.056776,0.048032,0.0097852,0.0085305,0.66728,0.013573,0.033345,0.2631,0.00024636,6.77E-08,0.41625,0.10474,0.00048453,4.0647,0.00035584,1.6513,0.0016812,792.34,0.0063175,0.0024937,0.00057775,0.29133,0.025365,4.98E-05,2.68E-05,0.0061721,29051,0.021914,2.58E-05,0.89247,0.011321,77687,523.23,33.761,0.60664,5515.8,15420
6.52E-06,0.00038295,0.00077931,2.4242,0.23233,0.0047486,0.12093,0.0070629,3.6396,0.00023849,3.0039,0.0006794,0.55617,0.0011746,14.318,0.0072676,0.00045603,5.2647,0.00054302,9.87E-08,0.0083958,0.05111,4.01E-05,0.0040871,0.0014379,0.30682,0.02504,5.0905,0.00028311,0.42871,0.0049205,0.0013753,0.0026109,0.0037664,9.82E-05,0.00010755,118.27,0.0014139,0.001777,0.0049471,0.0067598,252.48,95.915,370.81,5.3829,73.76,10440
3.61E-06,0.00049101,1.3595,18.805,0.28312,0.11933,0.0082088,0.027894,10.465,0.0014542,0.0064827,0.020865,0.0049779,4.54E-05,0.033704,0.053902,2.38E-05,1.0533,0.00015371,1.49E-06,2.6832,0.058269,0.00028892,0.75692,0.0028562,0.063594,0.0054602,49.862,0.00019179,0.0064012,0.031825,0.010294,0.002256,0.00069174,0.011882,0.028619,14.188,2.17E-05,0.0065923,0.0041194,0.00067184,6497.9,1.4356,400.11,200.23,1887.7,12420
8.17E-05,0.00075193,0.0045357,0.027483,0.054562,0.00022033,0.5759,0.68515,4.4034,0.0069029,0.090086,0.056155,1.8565,7.52E-05,6.5624,0.066402,0.00049451,5.3904,0.00093145,5.42E-07,0.0021081,0.017153,9.83E-05,0.0080479,0.064015,2.6273,0.00022538,29.15,0.00012361,0.057094,1.9855,0.0073165,6.55E-05,1.74E-05,1.95E-05,0.48258,200.82,0.012953,0.0071879,0.2691,0.0014726,21.659,133.55,2.6624,13.452,3.1005,7740
2.95E-06,0.051279,0.035065,0.0067818,0.42182,0.12076,2.1248,1.862,80.353,0.033314,0.0065148,0.013346,0.0065326,2.08E-05,2.4008,0.26458,0.0043237,0.70984,0.00034782,2.07E-07,10.103,0.0024787,0.0072092,1.09,0.00070301,0.52589,0.001146,8.6182,0.004224,0.00013187,0.05089,0.29647,1.94E-05,5.97E-05,0.00029305,0.3856,5.2226,0.0011523,0.0010991,0.9988,0.15489,165.06,0.99395,4.1874,3.788,2834.9,9360
0.00092399,0.14447,0.021903,0.070419,9.13E-05,0.00022044,11.406,7.236,2.4924,0.0082208,39.277,0.77004,0.027792,2.41E-05,7.5458,0.00013215,0.00075628,6.4187,0.047769,3.10E-06,8.7005,0.00072543,0.00077632,0.47212,0.0017514,0.0018116,0.0031116,64.774,0.02271,0.05478,0.22474,0.23326,0.0017266,0.00012528,0.018568,0.019192,3592.9,0.0057964,1.84E-05,0.00038425,0.00062688,47183,2.1455,2235.9,270.61,2301.6,9840
0.0002401,0.015156,0.0026455,0.0078343,0.0039874,0.031118,0.20297,13.172,71.966,0.023589,0.010515,0.090296,0.085875,0.0011315,0.20592,0.00031233,0.038105,0.021129,0.0019149,5.62E-09,0.01217,0.007597,6.11E-05,0.031588,0.012185,0.1871,0.0089327,13.222,0.00010006,0.0014476,0.0017295,4.7684,0.00012587,0.00071725,1.13E-05,0.439,111.97,2.48E-05,0.0001905,0.028972,0.0035557,38.163,375.12,606.42,7.3571,13.617,1980
0.00088671,0.015611,0.36812,0.0060259,0.00061932,0.032591,5.5059,0.069619,77.153,0.0089201,0.011532,0.012092,0.0046774,0.020138,0.0020197,0.12683,0.00051954,0.29578,0.060099,3.52E-09,0.39469,0.061341,2.45E-05,0.69575,0.37683,0.74981,0.0019766,1835.6,3.11E-05,0.010037,0.051351,0.18042,0.0053389,5.22E-05,0.037672,0.0063929,681.31,0.00027566,3.30E-05,0.00082759,0.10319,42358,28.622,5.4832,99.159,2.5532,1140
4.33E-05,0.011532,0.0032926,0.10373,0.033425,0.0034739,0.14757,2.6699,24.569,0.0037063,0.019112,1.1386,0.012778,0.0010331,0.0034765,0.0089244,0.00045516,9.0783,0.064937,3.80E-07,0.086874,0.00013971,0.017135,0.080646,0.16597,0.59004,0.0039804,7.9239,0.082092,0.016313,0.7724,0.0020927,0.0064785,0.001767,3.10E-05,0.0013849,65.374,6.72E-05,1.04E-05,0.2556,0.010897,5955.4,869.55,98.687,193.77,38.728,7200
1.10E-05,0.051565,0.40544,0.011345,0.0051169,0.40067,19.588,30.637,35.25,0.004977,1.4544,1.0331,0.49254,2.53E-05,0.0031207,0.063209,0.00046972,0.0087312,0.0019885,4.22E-09,15.267,9.00E-05,0.0035859,0.11929,0.061748,0.5461,0.0061482,5.9914,0.0051188,0.0040005,0.61288,0.51414,0.042674,0.00011349,0.0011905,0.054912,75.32,0.012706,9.10E-06,0.0071856,0.0027258,3642.8,9.0846,1406.7,115.3,1627.5,13860
0.0031537,0.0024033,2.334,0.0042453,0.42115,0.0015962,57.17,0.014968,1.2671,0.0017839,0.029485,0.0063209,0.024847,0.00014633,0.56833,0.0025841,1.54E-05,0.0020811,0.00048856,2.09E-07,0.0049362,0.41868,0.043693,0.0065207,0.13629,0.05246,0.00028789,820.94,0.0035444,0.0011822,0.017113,0.11353,0.039244,5.99E-06,2.44E-05,0.34551,716.19,7.02E-05,0.00018102,0.35201,0.00048869,90152,759.57,35.666,1.982,111.13,5040
0.00044234,0.00011928,0.030797,1.4976,0.076089,0.084511,0.019874,0.99276,2.507,0.13665,0.042702,0.50145,0.0043248,0.011831,0.86208,0.1247,0.00051046,7.5004,7.83E-05,1.16E-08,0.040029,0.3987,0.0028182,0.086738,0.15586,0.0014161,0.021962,578.15,0.035017,0.0014025,0.10217,0.0068769,0.00064485,0.014817,7.46E-05,0.00037865,13800,0.00072152,0.00061478,0.00016181,0.80584,269.54,482,52.971,831.9,464.38,180
0.0023478,0.043371,0.0015584,0.76806,0.00027711,0.089601,27.205,30.858,10.899,0.0018747,0.62516,0.82177,0.0024439,0.012202,0.11842,0.000117,0.010142,0.54496,0.0013815,1.77E-08,4.9578,0.13097,7.26E-05,1.4957,0.0018323,0.04152,0.00014889,6168.1,0.00088027,0.041672,0.0099155,0.0059177,2.34E-05,5.83E-05,0.0051552,0.38229,75.339,0.032239,0.001906,0.0048173,0.0012124,508.26,0.33391,328.02,90.505,48.032,7560
1.37E-05,0.00012178,0.055499,0.99403,0.0042199,0.00038103,2.8123,0.058512,20.049,0.030612,0.021145,0.028859,1.7715,0.002627,0.24192,7.68E-05,9.65E-05,0.0048423,0.017491,2.66E-09,3.2941,0.15166,1.98E-05,6.7707,5.36E-05,0.0022572,0.2436,30.693,0.00092565,0.12011,0.00024338,0.27137,0.0010408,9.91E-05,7.53E-06,0.0029513,30530,0.00039959,5.76E-05,0.022881,0.11816,4032.2,25.878,7005.7,32.588,2249.1,5100
6.10E-05,8.18E-05,0.013891,0.053955,0.00043388,0.00010078,3.6841,12.239,18.77,8.45E-05,6.2529,0.046281,1.2992,0.0013287,7.112,0.0021429,0.00043392,0.0034093,0.0012432,3.84E-08,0.12049,0.00017847,0.00019396,6.3699,0.00053111,0.0036536,0.0006981,7413.6,0.019612,0.00050326,0.00041155,8.8104,5.44E-05,5.37E-06,0.0063218,0.44938,247.08,3.00E-05,0.00054929,0.098387,0.41296,1624.8,161.15,2.9023,141.12,1.6887,8400
1.16E-05,9.07E-05,1.5087,6.8546,0.0019123,0.10256,0.10048,0.0079461,3.0102,0.0043049,0.046532,1.7984,0.30566,0.00035836,2.0419,3.21E-05,0.0014322,7.611,0.00056433,5.97E-07,0.36206,0.00094689,4.59E-05,0.86319,0.064904,0.93236,0.0026845,33.969,0.052911,0.015455,1.3899,0.0047115,6.67E-05,1.36E-05,0.00065144,0.023772,18.449,2.92E-05,5.27E-05,0.0021475,0.31982,55325,0.3647,68.13,110.65,922.36,15300
1.58E-05,0.0022955,0.00064663,0.12992,0.417,0.10922,0.26161,5.3384,20.576,0.026585,0.19769,0.0034976,0.13024,0.09383,0.37725,0.00089159,0.00042263,0.03146,4.56E-05,5.91E-09,0.1534,0.044435,0.0003015,0.0046218,0.089394,0.0074259,0.082348,902.96,0.0062909,0.044467,0.81482,1.5456,5.39E-06,0.00030543,1.88E-05,0.043124,4838.9,0.0022388,1.76E-05,0.08131,0.016494,5366.7,0.80295,2.8172,2.8147,154.02,6540
6.98E-05,5.90E-05,0.0058685,0.047833,0.076516,0.00027737,0.0094638,36.014,1.2998,0.076985,0.090757,0.0062545,0.0069748,0.0064044,8.6384,0.057096,0.087148,1.2024,0.0024166,7.55E-08,0.0021905,0.00032004,0.017737,0.20948,0.0038357,0.014169,0.0028031,13.729,0.00034538,0.0020211,1.3679,0.23972,0.0058192,6.97E-05,9.69E-05,0.57684,32036,0.00014872,0.00011658,0.021387,0.00014713,15161,249.6,8.5399,2455.5,33.312,12060
0.00034288,0.021471,0.012893,0.0029067,0.48298,0.0091647,3.8013,0.062087,34.486,0.013193,15.675,0.057246,8.207,0.0019308,4.9755,3.56E-05,0.00049383,9.5152,0.00057485,1.12E-08,0.47387,0.0061488,0.00024588,4.5855,0.020929,0.00063641,0.013154,609.7,0.0047473,0.34918,0.0028827,0.0045909,0.00124,0.012721,0.0050859,0.39734,246.38,0.00017419,0.00094539,0.053027,0.74257,34481,830.2,56.04,5.0296,5313.6,1440
6.63E-06,0.0033431,3.8454,0.0077868,0.00017171,0.016325,0.03292,0.005353,24.059,0.00074695,0.16425,0.6948,0.089425,0.009062,0.96052,0.00021267,0.011448,0.0060687,0.18211,9.59E-08,1.7868,0.00023672,0.085008,16.712,0.029783,0.0049781,0.00035118,26537,0.028483,0.20224,0.0028845,0.15893,0.007667,0.0026642,1.07E-05,0.82247,14.111,2.78E-05,0.00011051,0.13173,0.00034741,129.85,658.95,4.1435,0.57463,17.031,12300
0.0030152,0.013121,0.026333,16.676,0.048224,0.0074985,0.98102,0.0090493,3.2685,0.00027714,17.617,0.060294,0.28896,0.00060827,1.1393,3.40E-05,0.0080196,3.2179,0.0042393,2.19E-09,4.5036,0.39446,7.68E-05,0.0090471,0.00049345,0.0016913,0.0073534,480.73,0.020166,0.3356,0.0098033,0.049599,0.00011867,0.00042254,0.00082849,0.020197,6.5324,0.036037,6.58E-06,0.020699,0.55303,14195,1007,2838,1.0701,2746.7,10980
1.54E-05,0.11612,0.0011366,0.082088,0.40193,0.23217,68.903,12.088,75.762,0.048106,0.26533,0.0098898,0.0032891,0.0056068,9.6764,0.00095502,0.0010506,0.098979,0.001618,1.19E-07,0.036578,0.0027911,1.27E-05,7.307,0.33068,0.011897,0.069618,233.49,0.0032843,0.30607,0.00031167,5.8805,0.0042936,1.09E-05,0.00021047,0.029599,25417,0.00017858,0.0015,0.0023074,0.0005976,76.9,3.4042,68.254,1277.1,18.22,7920
2.59E-06,0.012941,0.011014,0.026709,0.00016802,0.12429,0.03588,0.20702,11.831,0.0029726,0.67963,0.41008,0.0077922,0.0017377,12.395,0.00098015,0.00017497,0.30587,0.00030723,6.28E-08,3.983,0.084172,0.00013583,0.032932,0.0084054,0.0019449,0.0048502,2892.8,0.0049293,0.0049268,0.0096679,0.38397,0.014755,0.00048713,6.85E-06,0.26175,85.442,0.0075225,1.83E-05,0.0015262,0.0002734,160.75,15.053,11.341,48.69,396.64,4980
0.00045507,0.051703,0.070644,0.0049123,0.00097729,0.10304,0.12117,0.012413,25.085,0.0020999,40.342,0.025708,0.0023559,0.00084499,0.0041616,0.0044513,0.00021221,0.012091,0.00038415,1.42E-08,0.012427,0.010262,0.0044455,0.38075,0.40918,1.0162,0.0001855,54.436,0.014365,0.0084615,0.23566,0.034532,5.44E-05,0.0011279,7.76E-05,0.0009451,20.658,0.003013,2.33E-05,0.081799,0.0004781,78784,92.221,3.7087,3.0762,1.2058,3540
1.93E-05,0.0020255,0.14706,0.30739,0.00029961,0.022339,0.12165,7.8661,33.401,8.18E-05,6.2311,0.026208,4.3984,0.002746,0.036958,0.03529,0.005311,0.002427,0.21817,2.29E-07,15.026,0.0021469,0.00018623,0.70283,0.00010635,4.6247,0.31348,17.256,0.013347,0.0057011,1.0229,0.0011609,0.00095238,0.0018966,0.0066176,0.00028741,21414,6.76E-05,0.0062762,0.0015568,0.00059556,2097.1,284.36,8.0647,93.105,479.68,8940
3.25E-05,0.18203,1.6855,0.97959,0.015147,0.069078,0.17398,13.294,58.75,0.00042837,13.114,0.3072,1.0201,0.045009,6.5298,0.063548,1.08E-05,0.095146,0.0085872,6.35E-09,0.022698,0.0024901,0.079372,0.15391,0.0025726,2.1135,0.00021821,1028,0.072992,0.59449,0.092129,0.0085133,0.0022653,0.032753,0.020419,0.6594,42.386,0.00053031,1.00E-05,0.65344,0.87082,12.695,25.612,2001.6,170.62,439.05,3720
0.0021304,5.66E-05,0.20419,0.28069,0.0060292,0.12062,0.34054,4.5534,4.2459,0.00010516,0.14267,0.0004234,0.012734,6.87E-05,0.081255,0.023949,0.01923,0.050018,0.00011364,1.77E-07,0.038137,0.012887,0.0003513,0.0026309,0.021039,0.0082403,0.00036416,181.45,6.02E-05,0.079945,0.00048084,0.45756,2.36E-05,2.46E-05,0.0014302,0.00041154,1914,0.010354,4.55E-05,0.004426,0.00049034,944.92,1.9055,17.455,4.3398,26.561,5520
1.02E-05,0.031971,0.011101,0.030128,6.94E-05,0.0013113,2.5126,0.017787,5.7906,0.000524,0.0051758,0.00032046,0.0055973,0.009159,15.769,0.0035324,0.0006702,0.012563,0.055276,1.14E-06,0.0060505,0.013959,0.0003039,0.13645,0.0003841,0.099099,0.00011214,21317,8.74E-05,0.095285,0.076771,0.016593,6.20E-06,0.00048896,7.15E-06,0.00012928,10727,0.030806,5.24E-06,0.0044822,0.70003,4099,697.46,1.0726,225.99,1.2202,12600
0.002668,7.20E-05,0.98576,0.091284,0.025904,0.00036972,8.4738,4.8079,11.144,0.030621,0.11507,0.0058898,0.081651,0.00040301,3.907,0.012654,0.00020499,8.6214,0.00055276,7.82E-09,0.029101,0.069961,0.00030512,0.13322,0.11865,4.2377,0.0099068,65.255,0.0025216,0.2776,0.034136,0.085715,0.0013062,0.00097354,9.79E-05,0.85678,1690.3,0.001806,3.59E-05,0.022636,0.01319,178.59,227.02,1146.2,28.141,2381.6,2700
0.0049669,0.014762,0.40769,0.63081,0.00047918,0.0012434,0.024792,24.403,26.738,0.0017121,0.042487,0.00060157,0.0084308,0.0047619,3.8586,3.19E-05,0.0054242,4.6888,0.032636,7.27E-07,1.1679,0.023476,0.0008768,4.4625,0.28335,0.55879,0.00047048,695.79,0.00043694,0.30067,0.48334,0.012205,0.0071665,3.85E-05,0.00015557,0.0045369,156.89,4.92E-05,0.00032278,0.031742,0.85489,284.15,161.04,18.019,44.34,107.73,6120
0.0003147,0.034413,0.037607,0.30093,0.0080264,0.64735,0.014805,0.05124,1.2883,0.02559,0.015324,0.036268,0.23265,0.052112,0.0032478,0.00025241,0.00049725,0.1022,0.00043143,5.55E-08,0.0030421,0.0021622,0.00049457,1.012,0.027407,0.0087586,0.44365,16.736,0.014076,0.010823,0.009823,9.6295,0.00011601,0.003001,0.00037259,0.00095763,12.443,0.0010391,2.28E-05,0.00026431,0.0082755,996.68,37.329,2.8743,0.60746,381.21,8700
0.00072117,0.0025892,0.49021,0.15721,0.027092,0.00034455,1.8832,27.104,1.5345,0.001122,1.1951,0.13198,0.0067427,0.00059185,10.667,0.098589,0.0004619,0.09454,0.0096842,2.57E-06,4.6522,0.00026309,6.78E-05,0.52132,0.0024606,1.4476,0.00011674,683.39,0.076184,0.27123,0.0011199,0.2961,0.0015632,4.51E-05,0.00012313,0.0053561,314.1,0.060768,0.004653,0.00078908,0.4519,14871,8.3127,109.37,2826.5,910.56,6180
8.84E-07,0.0067528,0.0020181,0.0048799,0.029318,0.34481,0.59582,18.498,2.0229,0.0018071,1.9046,0.0024624,0.0013384,0.00038873,15.65,0.0051508,0.00085661,0.0061902,0.00051317,5.66E-09,0.90408,0.060237,0.0022695,0.2739,0.00051152,3.94,0.034824,23.334,0.019264,0.2654,0.0076517,0.0058988,0.00015046,0.038645,0.0032089,0.019803,1103.7,7.50E-05,0.00013569,0.021333,0.00083048,144.26,132.28,55.5,3.2969,53.919,9300
8.51E-06,0.060166,0.013342,0.077145,0.023675,0.00013627,0.08811,0.16386,5.2118,0.0032857,5.163,0.48861,2.7853,1.74E-05,0.019233,0.028944,0.0051558,8.831,3.54E-05,1.69E-06,19.301,0.001829,0.00016629,1.0144,0.067494,1.175,0.00044683,15.922,0.0238,0.032556,0.00043232,0.71776,0.0062646,0.0053632,0.0032345,0.021771,7.2818,5.89E-05,0.028109,0.25095,0.00033262,332.48,803.28,61.967,3839.5,373.73,8640
0.00017952,0.0039829,0.11746,2.6301,0.34173,0.41987,1.1616,3.872,1.8169,0.0012703,0.60165,0.00085895,1.5509,0.018738,0.041773,0.00069937,0.0039874,0.98354,0.0093207,1.11E-08,0.078508,0.29358,0.00050008,0.038858,0.0042329,3.9247,0.0060691,17.39,0.0002812,0.054714,0.0014376,6.9833,0.049679,0.0019411,1.26E-05,0.002457,123.94,0.078689,1.00E-05,0.78876,0.0002258,22502,0.4775,40.791,236.92,106.4,6300
0.0039683,5.88E-05,0.066191,1.5284,0.033219,0.00014812,2.0077,0.74121,5.51,0.0022839,8.8518,0.015027,0.95045,0.0094759,0.07351,0.00032414,4.76E-05,0.0023986,0.012481,3.12E-09,0.063548,0.48319,0.00027886,0.0022782,0.006248,0.0026998,0.00019109,48.57,0.069274,0.024818,0.058973,0.097405,0.00087466,0.017346,0.00028897,0.0014339,9205.8,8.48E-05,8.67E-05,0.55134,0.12861,400.81,243.83,23.725,0.83651,7.9146,6120
3.72E-05,0.00011312,0.017421,0.031099,0.0010427,0.0019421,0.1445,21.997,8.6612,0.12568,23.645,0.00066359,0.052693,0.0042461,14.043,0.0031629,0.00040869,0.93575,0.023198,3.52E-07,0.81837,0.0013775,0.011946,0.019811,0.0001286,3.4797,0.00080567,42.05,0.00018428,0.57477,0.0035927,0.6142,1.47E-05,0.031327,3.83E-05,0.029296,37821,0.0011178,0.00011059,0.00090929,0.0072324,13.335,545.25,2702.3,2356,0.64243,5700
